premise_name,premise_city,premise_address1,premise_address2,premise_zip,premi se_state,premise_phone,geolocation
THE BODY CAFE,DURHAM,3400 WESTGATE DR,,27707,NC,(919) 508-0809,35.9658692; -78.9633656
BRIAN CENTER HEALTH RETIREMENT IFS,DURHAM,6000 FAYETTEVILLE RD,,27713,NC,(919) 544-9021,35.9176226; -78.932388
RED ROOF INN 7201,DURHAM,5623 CHAPEL HILL BOULEVARD,,27707,NC,,35.9493853; -79.0003223
300 SWIFT,DURHAM,300 SWIFT AVENUE,,27705,NC,,36.0028999; -78.922244
FIRST CHRONICLES,DURHAM,712 LINWOOD AVE.,,27701,NC,,35.9805859; -78.8960665
GREENS OF PINE GLEN TR.,DURHAM,6201 PINE GLEN,,27713,NC,,35.907862; -78.920936
SNAP PEA CATERING,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 619-3618,35.9965963; -78.9158568
CAMP CONQUERORS,DURAHM,3329 CHAPEL HILL RD.,,27707,NC,,35.961953; -78.947112
LAID BACH PRODUCTIONS,DURHAM,2520 FAYETTEVILLE ST,,27701,NC,(919) 680-3222,35.968626; -78.903227
ABSOLUTE HOME S. ROXBORO,DURHAM,2826 S. ROXBORO ST.,,27707,NC,(919) 662-7877,35.9614059; -78.923809
FRUTERIA Y RASPADOS GALVEZ,DURHAM,SEASONAL STATUS CLOSED,,27703,NC,(919) 291-0575,
STARICO EL TACO,DURHAM,308 S DRIVER ST DURHAM COMMISSARY,,27705,NC,(919) 309-5826,
SYNGENTA BIOTECHNOLOGY INC,DURHAM,9 DAVIS DR,,27703,NC,(919) 226-7499,35.8977863; -78.8567974
WENDY'S #6313,DURHAM,295 W. HWY 54,,27713,NC,(620) 231-3390,35.9110399; -78.939293
MANGUM STREET MINI MART,DURHAM,801 MANGUM STREET,,27701,NC,(919) 973-0924,36.0013693; -78.895543
THE TACO TRUCK,DURHAM,4310 S MIAMI BLVD,,27703,NC,(919) 602-3445,35.8987439; -78.8503645
DUKE CONCESSIONS  STAND 3,DURHAM,WALLACE WADE STADIUM,,27708,NC,(919) 697-0950,35.9953688; -78.9417564
DPAC  3RD FLOOR,DURHAM,123 VIVIAN ST.,,27701,NC,(919) 503-9461,35.993312; -78.902295
DOGSTAR TATTOO - JESSICA D. GOLDSTEIN,DURHAM,807 E. MAIN ST. #6-101,,27701,NC,(919) 682-0000,35.9908126; -78.8902944
ABSOLUTE HOME N. ALSTON,DURHAM,1717 N. ALSTON ST.,,27701,NC,(919) 662-7877,36.0048054; -78.8867559
BORICUA SOUL,DURHAM,1102 HOLLOWAY STREET,,27701,NC,(561) 512-8881,35.9942497; -78.8816627
MONTESSORI FARM SCHOOL,DURHAM,2400 BROAD ST  SUITE 2,,27704,NC,(919) 732-5026,36.0313643; -78.9109925
KANGAROO EXPRESS 2723489,DURHAM,7840 LEONARDO DRIVE,,27713,NC,(919) 806-8331,35.9016711; -78.9574192
CAROLINA ARBORS -SPA,DURHAM,357 CAROLINA ARBORS DRIVE,,27703,NC,,35.9294347; -78.7842156
PICNIC,DURHAM,1647 COLE MILL ROAD,,27705,NC,(919) 908-9128,36.0406327; -78.9574819
KANGAROO EXPRESS #2723442 LITTLE CAESARS#2724245,DURHAM,3406 HWY 70E,,27703,NC,(919) 544-1388,35.9315032; -78.8093591
OAK CITY FISH AND CHIPS II,DURHAM,1102 HOLLOWAY ST,,27701,NC,(919) 297-8392,35.9942497; -78.8816627
THE EGG HOUSE,DURHAM,308 S DRIVER STREET,,27703,NC,(919) 813-9749,35.9825874; -78.8779264
NATASHA ABE,DURHAM,1208 VIRGINIA AVE.,,27705,NC,(808) 388-8218,36.0181147; -78.9295359
ST. MARK AME,DURHAM,5315 S. ROXBORO,,27713,NC,,35.9295019; -78.9442425
WENDY'S 6310,DURHAM,3527 HILLSBOROUGH RD,,27705,NC,(620) 231-3390,36.0212132; -78.9515674
POPS BACKDOOR SOUTH,DURHAM,"3710 SHANNON ROAD, STE 104",,27707,NC,(919) 493-0169,35.9563246; -78.9563695
FULLSTEAM BREWERY,DURHAM,726 RIGSBEE AVE.,,27701,NC,,36.0031092; -78.8995998
DUKE CONCESSIONS STAND 5,DURHAM,WALLACE WADE STADIUM,,27708,NC,(919) 697-0950,35.9953688; -78.9417564
BULL CITY CIDERWORKS,DURHAM,305 S ROXBORO ST STE 103,,27701,NC,(919) 237-2357,35.991031; -78.8994869
RENAISSANCE UPWARD BOUND,DURHAM,1801 FAYETTEVILLE ST,,27707,NC,(919) 416-1736,35.9747369; -78.8981013
SAINT JOSEPH AME,DURHAM,2521 FAYETTEVILLE ST,,27707,NC,(919) 683-1379,35.9685166; -78.9022512
HYATT PLACE DURHAM / SOUTHPOINT,DURHAM,7840 NC HWY 751,,27713,NC,(919) 688-7800,35.90079; -78.9614728
KING'S AUTHENTIC PHILLY CHEESESTEAKS,DURHAM,1102 HOLLOWAY STREET,,27701,NC,(919) 605-3318,35.9942497; -78.8816627
EAGLE WINGS INTERNATIONAL ACADEMY,DURHAM,3739 WAKE FOREST HIGHWAY,,27703,NC,,35.98265; -78.822335
NOSH,DURHAM,2812 ERWIN RD,SUITE 101,27705,NC,(919) 383-4747,36.0069674; -78.946862
HOPE VALLEY CC LAP,DURHAM,3803 DOVER RD,,27703,NC,,35.9480977; -78.9472707
HILLANDALE COMMUNITY,DURHAM,2730 HILLANDALE RD,,27705,NC,(919) 287-5679,36.052487; -78.932664
FRANCIS STREET WOMEN'S HALFWAY HOUSE,DURHAM,2404 FRANCIS STREET,,27707,NC,(919) 425-5474,35.975057; -78.932444
HARVEST OF HOPE,DURHAM,2509 LANE ST,,27707,NC,(919) 680-2950,35.965565; -78.90232
ANFO SUMMER CAMP,DURHAM,4709 HOOPERS DR.,,27704,NC,,36.0424165; -78.9046279
EMERALD POND RETIREMENT,DURHAM,205 EMERALD POND LANE,,27705,NC,(919) 493-4713,35.9742191; -78.9705117
EAGLES NEST FOOD COURT,DURHAM,1801 FAYETTEVILLE ST,,27707,NC,,35.9747369; -78.8981013
LAKEVIEW SCHOOL LUNCHROOM,DURHAM,3507 DEARBORN DRIVE,,27704,NC,(919) 560-2520,36.0374439; -78.878222
E K POWE SCHOOL LUNCHROOM,DURHAM,913 NINTH STREET,,27705,NC,(919) 560-3963,36.012948; -78.922488
NORTH POINT CROSSING,DURHAM,901 CHALK LEVEL ROAD,,27704,NC,(919) 797-7731,36.0491866; -78.9118842
DPR-TEENCAMP,DURHAM,3000 E. WEAVER ST.,,27707,NC,(919) 560-4294,35.964526; -78.91443
JEWISH COMM DAY SCH OF DURHAM,CHAPEL HILL,2115 CORNWALLIS RD,,27705,NC,(919) 354-4936,35.883668; -79.128975
BETHESDA CHRISTIAN ACADEMY,DURHAM,1914 S MIAMI BLVD,,27703,NC,(919) 598-0193,35.9435792; -78.8393888
TRINITY SCHOOL,DURHAM,4011 PICKETT ROAD,,27705,NC,(919) 402-8262,35.9755852; -78.9950149
EASTWAY,DURHAM,610 N ALSTON AVE,,27701,NC,(919) 560-3879,35.991234; -78.884721
NOT JUST DOGS,DURHAM,2104 ANGIER AVE JOES COMMISSARY,,27703,NC,(919) 564-6716,35.9819333; -78.8777813
DOMINO'S-WOODCROFT,DURHAM,4711 HOPE VALLEY ROAD,,27707,NC,(919) 493-4077,35.9207272; -78.9573299
COLONIAL VILLAGE @ WOODLAKE,DURHAM,1000 LYDIAS WAY,,27713,NC,,35.9171718; -78.9253252
AUDUBON PARK  HOA,DURHAM,5505 WHISPERWOOD DR,,27713,NC,,35.882941; -78.900657
RTP FITNESS CENTER,DURHAM,5410 HWY 55,,27713,NC,,35.8896949; -78.897126
SPRINGHILL SUITES BY MARROTT,DURHAM,5310 MCFARLAND RD,,27707,NC,(919) 403-1111,35.9519154; -78.991894
THINK CHILD CARE,DURHAM,910 COOK RD.,,27713,NC,(919) 381-5438,35.9489626; -78.9192878
DURHAM ACADEMY,DURHAM,3116 ACADEMY RD,,27707,NC,(919) 493-9595,35.9691187; -78.9454082
SHEPHARD MIDDLE SCHOOL,DURHAM,2401 DAKOTA ST,,27707,NC,(919) 560-3938,35.9654408; -78.8997755
CROSSTOWN AT CHAPEL HILL - PH 2,CHAPEL HILL,6205 FARRINGTON RD,,27517,NC,,35.9076882; -78.9819315
EXTENDED STAY AMERICA DELUXE - SOUTH,DURHAM,4919 S MIAMI BLVD,,27703,NC,,35.8878542; -78.8484087
WESTGATE CONDO ASSN,DURHAM,16 STILLWATER PARK DRIVE,,27707,NC,,35.9617239; -78.9640358
UNC FSRA - MAIN,CHAPEL HILL,1 ALICE INGRAM CIRCLE,,27514,NC,,35.8932855; -79.0065153
WILLOWDAILE APTS,DURHAM,3835 GUESS RD,,27705,NC,,36.0591901; -78.9323583
DOUBLE TREE SUITES - POOL,DURHAM,2515 MERIDIAN PKWY,,27713,NC,,35.909563; -78.8971946
KROGER R 337 SEAFOOD,DURHAM,5116 ROXBORO ROAD,,27712,NC,,36.0689173; -78.9077152
COOK OUT  22,DURHAM,3624 HILLSBOROUGH RD,,27705,NC,(919) 382-2814,36.0232472; -78.9547992
EL RODEO,DURHAM,3404 WESTGATE DR,,27707,NC,(919) 470-4289,35.9658593; -78.960942
METRO 8,DURHAM,746 NINTH ST,,27705,NC,,36.0093112; -78.9217794
DURHAM SCHOOL OF THE ARTS,DURHAM,401 N DUKE ST,,27701,NC,(919) 560-2217,36.002815; -78.907228
LAKEWOOD ELEM SCHOOL,DURHAM,2520 VESSON ST,,27707,NC,,35.9830841; -78.9357817
BUTTERFLY KISSES ACADEMY,DURHAM,3627 GUESS RD,,27705,NC,(919) 477-6477,36.0450064; -78.9294521
GREENS OF PINE GLEN,DURHAM,6201 PINE GLEN TRAIL,,27713,NC,,35.907862; -78.920936
LOS PRIMOS SUPERMARKET,DURHAM,1109 E MAIN ST,,27701,NC,(919) 682-6417,35.9879403; -78.8879702
KROGER 332 MEAT MARKET,DURHAM,3457 HILLSBOROUGH RD,,27705,NC,(919) 383-2249,36.0188024; -78.9485396
LA QUINTA INN AND SUITES  184,DURHAM,1910 WESTPARK DR,,27713,NC,,35.9080658; -78.8912723
CANDLEWOOD SUITES,DURHAM,1818 E NC HWY 54,,27713,NC,,35.9018632; -78.9005119
VILLAGES AT INDEPENDENCE PARK,DURHAM,4122 LILLINGTON DR,,27704,NC,,36.0500044; -78.8869207
TOWN & COUNTRY # 1,DURHAM,1423 E. CLUB BLVD,,27704,NC,(919) 220-5577,36.027411; -78.870627
STARBUCK'S COFFEE #10564,DURHAM,1119 SLATER ROAD,,27703,NC,(919) 941-0482,35.8793273; -78.8473096
MOE'S SOUTH WEST GRILL,DURHAM,6807 FAYETTEVILLE RD,,27713,NC,(919) 286-1987,35.9046977; -78.9354361
SUBWAY 29857,DURHAM,3825 S ROXBORO RD,SUITE 134,27713,NC,(919) 544-6500,35.9487424; -78.921455
PAPA JOHNS PIZZA,DURHAM,4901 HIGHWAY 55,,27713,NC,(919) 484-7766,35.8986197; -78.8967047
DUKE FOOD SERVICES,DURHAM,DUKE CLINIC FOOD COURT,,27710,NC,(919) 681-0817,36.0043984; -78.9360846
THE ASBURY PRE SCHOOL,DURHAM,806 CLARENDON,,27705,NC,(919) 286-2668,36.0102648; -78.9183749
ATRIUM APTS,DURHAM,3800 MERIWETHER,,27704,NC,,36.0402218; -78.8890029
SPRING VALLEY ELEMENTARY SCHOOL,DURHAM,2051 NORTHERN DURHAM PARKWAY,,27703,NC,,35.9559246; -78.8147675
EL RODEO MEXICAN RESTAURANT,DURHAM,3600 N. DUKE ST.,,27704,NC,(919) 479-9995,36.0495727; -78.9046188
GSK STIEFEL,DURHAM,20 T.W. ALEXANDER DRIVE,,27709,NC,(919) 990-6137,35.9236744; -78.8754842
ONLY BURGER MFU DC #21,DURHAM,3710 SHANNON RD. SUITE 118,,27707,NC,(919) 937-9377,35.9563246; -78.9563695
EINSTEIN BROTHERS BAGEL,DURHAM,"2301 ERWIN RD PARKING GARAGE 2, SUITE 0040",,27710,NC,(919) 681-9702,36.0091222; -78.9360286
BRUEGGER'S BAKERY,DURHAM,4104 SURLES COURT,,27703,NC,(919) 941-6306,35.8678648; -78.8494845
CAMP DISCOVER II FOREST HILLS,DURHAM,1639 UNIVERSITY DR.,,27707,NC,,35.98105; -78.912209
LA COCINA #9,MORRISVILLE,2121 TW ALEXANDER DR. SPACE 119,,27560,NC,(919) 598-0777,35.9205016; -78.8108783
DHD GROUP HOME,DURHAM,1211 CAMDEN AVE,,27701,NC,(919) 286-1927,36.012955; -78.880095
WASHINGTON DUKE HOTEL,DURHAM,3001 CAMERON BLVD,,27706,NC,(919) 490-0999,35.9928636; -78.9474745
TOP'S CHINA RESTAURANT,DURHAM,1205 UNIVERSITY DR,,27707,NC,(919) 489-5677,35.9858866; -78.9095838
KINGS RED AND WHITE/MEAT MARKET,DURHAM,2300 ROXBORO RD,,27705,NC,(919) 220-2192,36.0198445; -78.8896781
SUMMIT HILL,CHAPEL HILL,6123 FARRINGTON RD,,27514,NC,,35.9079829; -78.980725
SITAR INDIAN CUISINE,DURHAM,3630 CHAPEL HILL BLVD.,,27707,NC,(919) 490-1326,35.9713309; -78.9462673
CHINA KING,DURHAM,1418 AVONDALE DR.,,27701,NC,(919) 688-0102,36.0064254; -78.8844361
"PRESTIGE FAMILY CARE HOMES, INC",DURHAM,3217 DEARBORN DR.,,27704,NC,(919) 201-3265,36.0372345; -78.8730993
ASIAN KITCHEN,DURHAM,1125 W. NC HWY 54 SUITE 801,,27707,NC,(919) 490-5678,35.9191846; -78.9596634
HILTON GARDEN INN POOL,DURHAM,7007 FAYETTEVILLE ROAD,,27713,NC,,35.9023263; -78.9386027
HALGO EUROPEAN GROCERY,DURHAM,4520 S. ALSTON AVE,,27713,NC,(919) 321-2014,35.9018353; -78.8891917
INDEPENDENCE PARK APTS,DURHAM,215 WILLIAM PENN PLAZA,,27704,NC,,36.0442677; -78.8967802
NEW DESTINATIONS INC SOUTHWOOD,DURHAM,1524 SOUTHWOOD DRIVE,,27707,NC,(919) 937-9018,35.978021; -78.9232679
KEYSTONE CROSSING HOA,DURHAM,701 KEYSTONE PARK DRIVE,,27713,NC,,35.8713128; -78.8560766
JAMAICA JAMAICA,DURHAM,4853 HWY 55,,27713,NC,(919) 969-2728,35.9033017; -78.8935214
DUBOSE HOUSE AND BAR,CHAPEL HILL,150 DUBOSE HOUSE LN,,27517,NC,(919) 682-0228,35.9103688; -79.0048429
CHUBBY'S TACOS WOODCROFT,DURHAM,4711 HOPE VALLEY RD. SUITE C-1,,27707,NC,(919) 489-4636,35.9207272; -78.9573299
DUKE DIET & FITNESS CENTER,DURHAM,501 DOUGLAS ST.,,27705,NC,(800) 235-3853,36.0110096; -78.9416759
SPRING VALLEY LIVING AT OAK GROVE,DURHAM,3811 WAKE FOREST HWY,,27703,NC,(919) 864-9564,35.9814075; -78.8193962
SPRINGHILL SUITES WEST SPA,DURHAM,5310 MCFARLAND,,27707,NC,(919) 403-1111,35.951881; -78.9919867
KURAMA,DURHAM,3644 DURHAM  CHAPEL HILL BLVD,,27707,NC,(919) 680-6227,35.9717879; -78.9512824
YOUTH LIFE FOUNDATION,DURHAM,"2519 S. ROXBORO ST., BLDG 3",,27707,NC,(919) 544-6304,35.9659999; -78.917127
BANGKOK 54,CHAPEL HILL,6118 B FARRINGTON RD,,27517,NC,(919) 403-5800,35.9108187; -78.9836924
ROSHAUNS HOUSE OF CARE,DURHAM,4012 GUESS RD,,27705,NC,(919) 949-7497,36.06594; -78.932167
PUPUSERIA & TAQUERIA DC #31,DURHAM,TAQUERIA ORELLANA 5300 N ROXBORO RD,,27712,NC,(919) 471-3299,36.0778924; -78.9098654
ONLY BURGER,DURHAM,"3710 SHANNON RD., SUITE 118",,27707,NC,(919) 724-1622,35.9563246; -78.9563695
HAPPY CHINA SICHUAN CUISINE,DURHAM,2505 DURHAM CHAPEL HILL RD,,27707,NC,(919) 237-2021,35.9816625; -78.9333002
NAPLES TERRACE,DURHAM,1237 NAPLES PLACE,,27703,NC,,36.003221; -78.865447
PINNACLE RIDGE APTS,DURHAM,3611 UNIVERSITY DR,,27707,NC,,35.9652997; -78.9488454
GOODBERRY'S CREAMERY,DURHAM,3906 ROXBORO RD,,27704,NC,(919) 477-2552,36.0553803; -78.9033564
MCDONALD  5234,DURHAM,3117 TOWER BLVD,,27707,NC,(919) 490-6209,35.9717079; -78.9581284
RANDY'S PIZZA,DURHAM,"4810 HOPE VALLEY RD, SUITE 112",SUITE 112,27707,NC,(919) 403-6850,35.9213919; -78.958298
PARKER & OTIS,DURHAM,112 S DUKE ST,1101 ARNETTE ST,27701,NC,(919) 493-6637,35.9989162; -78.9089321
LAS PALMAS,DURHAM,3801 WAKE FOREST HWY,SUITE 114,27703,NC,(919) 598-8990,35.9815164; -78.8201474
BRIGHT HORIZONS @ THE ENRICHMENT CENTER,RTP,10  TW ALEXANDER DR. /UNC TV DR.,BOX 12726,27709,NC,(919) 549-4802,35.930153; -78.86674
KROGER 366 DELI,DURHAM,1802 NORTH POINT DRIVE,,27705,NC,(919) 384-9897,36.0297837; -78.9204786
THAI CAFE,DURHAM,2501 UNIVERSITY DRIVE,,27707,NC,(919) 493-9794,35.9744835; -78.9241271
COORDEGY INC ( D/B/A RALEIGH EVENT CATERING),DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 368-9796,35.9965963; -78.9158568
THE DURHAM FAMILY GROUP HOME,DURHAM,1109 S ALSTON AVE,,27701,NC,(919) 530-1211,35.976154; -78.892677
BURTON ELEMENTARY SCHOOL PRE K,DURHAM,1500 MATHISON ST,,27701,NC,(919) 560-3908,35.978984; -78.8876684
LENOX AT PATTERSON PLACE,DURHAM,100 ROSE GARDEN LN,,27707,NC,(919) 401-0112,35.945167; -78.9847567
BEGIN AGAIN FAMILY CARE HOME #2,DURHAM,407 N HYDE PARK AVENUE,,27703,NC,(919) 682-6079,35.9893234; -78.8821092
SUPER TARGET MEAT DEPT 2069,DURHAM,8210 RENAISSANCE PARKWAY,,27713,NC,(919) 425-0001,35.9026718; -78.956667
FOOD LION MEAT MARKET  2889,DURHAM,121 SHERRON RD,,27701,NC,(919) 596-2363,35.9742205; -78.7930157
CARVER LIVING CENTER,DURHAM,321 E CARVER ST,,27704,NC,(919) 471-3558,36.041862; -78.8935925
FOREST AT DUKE,DURHAM,2701 PICKETT RD,,27705,NC,(919) 490-8000,35.9737738; -78.9483332
JOE'S DINER,DURHAM,2100 ANGIER AVE JOE’S DINER,,27701,NC,,35.9819333; -78.8777813
AR-RAZZAQ ISLAMIC CENTER,DURHAM,1009 CHAPEL HILL ST,,27701,NC,(919) 493-1320,35.9966446; -78.9155607
MCDONALDS,DURHAM,204 WEST HWY 54,,27713,NC,(919) 806-1345,35.9110201; -78.9374674
PIZZA HUT,DURHAM,2107 E. HWY. 54,,27713,NC,(919) 361-2728,35.9027347; -78.8943634
DUKE UNIV. TOWNHOUSE APTS,DURHAM,301 SWIFT AVE,,27705,NC,,36.0026429; -78.9212531
DURHAM CATERING CO.,DURHAM,"3710 SHANNON RD, SUITE 117",,27707,NC,(919) 383-3000,35.9563246; -78.9563695
ALL MY CHILDREN CHILDCARE CENTER,DURHAM,3011 ACADEMY ROAD,,27707,NC,(919) 599-2305,35.9701993; -78.9426613
CHILD CARE SERVICES ASSOCIATION,DURHAM,1201 S BRIGGS AVE STE 200,,27703,NC,(919) 403-6950,35.9684924; -78.876472
MT VERNON BAPTIST CHURCH,DURHAM,1007 SOUTH ROXBORO ST.,,27707,NC,(919) 668-1823,35.9839402; -78.9023889
LI MING'S GLOBAL MART (CAFE),DURHAM,3400 WESTGATE DRIVE SUITE 14A,,27707,NC,(919) 489-9888,35.9658692; -78.9633656
BULL CITY BURGER AND BREWERY,DURHAM,107 E. PARRISH STREET,,27701,NC,(919) 680-2333,35.9954939; -78.8997764
SUSHINARA DBA CONFUSION,DURHAM,2945 S. MIAMI BLVD. #128,,27703,NC,(919) 606-3935,35.9243439; -78.8441197
DEVEREUX RESIDENTIAL SERVICES #1,DURHAM,906 ALPHA DRIVE,,27703,NC,(919) 680-2749,36.000055; -78.835434
"BREAK OUT, LLC",DURHAM,412 PINELAND AVENUE,,27704,NC,(919) 220-2181,36.041469; -78.878339
HILTON GARDEN INN,DURHAM,2200 WEST MAIN STREET,,27701,NC,(207) 318-6140,36.0080117; -78.9265703
HOMEWOOD SUITES RDU FOOD SERVICE,DURHAM,4603 CENTRAL PARK DRIVE,,27703,NC,(919) 824-1715,35.8869458; -78.8486741
PICKETT GROVE SUPERVISED LIVING,DURHAM,3809 PICKETT ROAD,,27705,NC,(919) 403-9644,35.975004; -78.988448
SPRINGHILL SUITES BY MARRIOTT,DURHAM,5310 MCFARLAND RD,,27707,NC,(919) 403-1111,35.9519154; -78.991894
THE SAUCY CRAB,DURHAM,4020 CHAPEL HILL BLVD.,,27707,NC,(919) 237-1935,35.9703364; -78.953794
LITTLE PEOPLE DAY CARE,DURHAM,"1020 HWY 70 SUITE 118,119,120",,27703,NC,(919) 957-3976,35.9926826; -78.8691702
RICHARDSON FAMILY CARE HOME PHASE II,DURHAM,1913 HAVERFORD STREET,,27705,NC,(919) 220-6257,36.0267615; -78.9141647
BJ'S FAMILY CARE HM #1,DURHAM,716 HUGO STREET,,27704,NC,(919) 220-5203,36.025996; -78.880642
WELLSPRING CAFE,DURHAM,621 BROAD ST,,27705,NC,(919) 572-1210,36.0070981; -78.9207011
BANH'S CUISINE,DURHAM,750 NINTH STREET,,27705,NC,(919) 286-5073,36.0094477; -78.9218657
PANERA BREAD #1651,DURHAM,3603 WITHERSPOON BLVD BLDG D6,,27707,NC,(919) 419-6300,35.9503142; -78.9895579
ANOTHER BROKEN EGG CAFE,DURHAM,2608 ERWIN RD SUITE 120,,27705,NC,(919) 381-5172,36.0093049; -78.9448625
BETHESDA SCHOOL LUNCHROOM,DURHAM,2009 S MIAMI BLVD,,27703,NC,(919) 560-3904,35.9401449; -78.8378281
TAQUERIA LA ESPERANZA,DURHAM,1028 HOLLOWAY ST,,27701,NC,(919) 672-7010,35.9944665; -78.8819836
TWINNIES CAFE,DURHAM,101 SCIENCE DRIVE,DUKE UNIVERSITY,27708,NC,(919) 660-3944,36.0034683; -78.9395882
BRYSONS CHRISTIAN MONTESSORI SCHOOL,DURHAM,2811 UNIVERSITY DR,,27707,NC,(919) 489-5539,35.969355; -78.933309
GEER STREET GARDEN,DURHAM,624 FOSTER STREET,,27701,NC,(919) 493-8099,36.0032327; -78.9014098
LAUREL OAKS,DURHAM,600 LAUREL OAKS DR,,27713,NC,,35.9340319; -78.8916856
BONEFISH GRILL,DURHAM,7820 NC 751 HWY,,27713,NC,(919) 248-2906,35.9011895; -78.960238
SEVEN OAKS,DURHAM,200 SEVEN OAKS RD,,27704,NC,(252) 217-9780,36.0686297; -78.9046042
21ST CENTURY CHILD CARE CENTER,DURHAM,100 WITTENBURG WAY,,27704,NC,(919) 683-6675,36.0033994; -78.8696408
PLAYHAVEN ACADEMY,DURHAM,215 GOODWIN RD,,27712,NC,(919) 767-3736,36.094852; -78.9059259
FIVE OAKS REC ASSOC,DURHAM,5109 PINE CONE DR,,27707,NC,,35.9395889; -78.9898189
NANA TACO,DURHAM,2512 UNIVERSITY DR,,27707,NC,(919) 489-8226,35.9744721; -78.924594
TOLEDO'S II,DURHAM,2223 NC HWY 54 SUITE F & G,,27713,NC,(919) 405-4240,35.910106; -78.986231
RHA STANLEY ROAD GROUP HOME,DURHAM,4795 STANLEY RD,,27704,NC,(919) 339-7015,36.0638477; -78.8706499
MERRICK MOORE SCHOOL LUNCH ROOM,DURHAM,2325 CHEEK ROAD,,27704,NC,(919) 560-3952,36.0055656; -78.8522192
CRESSET CHRISTIAN ACADEMY,DURHAM,3707 GARRETT ROAD,,27707,NC,,35.9727825; -78.9738531
LITTLE RIVER ELDERLY NUTRITION,BAHAMA,8305 ROXBORO RD,,27503,NC,(919) 477-6066,36.1458304; -78.9050679
UNIVERSITY COMMONS,DURHAM,1505 DUKE UNIVERSITY ROAD,,27701,NC,,35.996001; -78.9220106
FOXFIRE APTS,DURHAM,1400 WYLDEWOODS,,27701,NC,,36.053008; -78.923312
BROOKDALE AL CHAPEL HILL IFS,CHAPEL HILL,2220 FARMINGTON DRIVE,,27514,NC,(919) 933-1430,35.908347; -78.9848706
PARKWOOD ELEMENTARY LUNCHROOM,DURHAM,5207 REVERE ROAD,,27713,NC,(919) 560-3962,35.8914339; -78.905692
MILLENNIUM HOTEL DURHAM,DURHAM,2800 CAMPUS WALK AVE.,,27705,NC,(919) 383-8575,36.0111429; -78.953045
PIZZA MIA ITALIAN GRILL,DURHAM,2812 ERWIN RD. SUITE 103,,27705,NC,(919) 309-0111,36.0069674; -78.946862
LILLY'S PIZZA,DURHAM,810 W PEABODY ST,,27701,NC,(919) 797-2554,35.9992186; -78.9093917
CC SPAULDING ELEMENTARY SCHOOL PRE K,DURHAM,1531 ROXBORO RD,,27707,NC,(919) 560-3974,35.9670479; -78.91649
VINE JAPANESE AND THAI,DURHAM,607 BROAD ST,,27705,NC,(919) 294-8224,36.006705; -78.9207565
CREEKSTONE AT RTP,DURHAM,5472 SOUTH MIAMI BLVD,,27703,NC,(919) 472-0420,35.8786652; -78.8511202
M & L FAMILY CARE,DURHAM,2124 STREBOR STREET,,27705,NC,(919) 471-5688,36.0314588; -78.9235142
DON GALLO,DURHAM,3411 UNIVERSITY DR,,27707,NC,(336) 516-3765,35.9673871; -78.9443564
SUBWAY 49175,DURHAM,5450 NEW HOPE COMMONS DR,,27707,NC,(919) 401-4962,35.954954; -78.999088
TACOS SANJUAN,DURHAM,2104 ANGIER AVE JOE’S COMISSARY,,27703,NC,(919) 455-8661,35.9819333; -78.8777813
SKEWERS BAR AND GRILL,DURHAM,1013 WEST MAIN STREET,,27701,NC,(919) 672-5808,36.0009955; -78.9112003
REFINER'S FIRE,DURHAM,1003 EAST MAIN ST,,27701,NC,(919) 688-0010,35.9887215; -78.888971
"GREATER FULL ASSURANCE OUTREACH MINISTRY, INC #2",DURHAM,2823 CASADILLA STREET,,27703,NC,(919) 491-3661,36.027365; -78.8864229
"OUR PLAYHOUSE PRESCHOOL DURHAM, INC",DURHAM,2400 UNIVERSITY DR,,27707,NC,(919) 967-2700,35.9759141; -78.9225224
HEIGHTS AT SOUTH LASALLE,DURHAM,500 SOUTH LASALLE ST,,27705,NC,,36.011922; -78.950128
TOWN HALL BURGER AND BEER,DURHAM,7830 751 HWY SUITE 100,,27713,NC,(919) 973-0506,35.9009262; -78.9614437
GUSSYS,DURHAM,2945 SOUTH MIAMI BLVD SITE 122,,27703,NC,(412) 913-7333,35.9243439; -78.8441197
HARRIS TEETER  DELI,DURHAM,2107 HILLSBOROUGH ROAD,,27705,NC,(919) 286-1500,36.0097909; -78.9242229
EL TORITO BRAVO,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27701,NC,(919) 806-9353,35.9819333; -78.8777813
LEVIN JEWSIH COMMUNITY CENTER,DURHAM,1937 W. CORNWALLIS ROAD,,27707,NC,,35.9793571; -78.9555614
TACOS TAMAULIPAS,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 267-0025,35.9819333; -78.8777813
CAMP ADVANTAGE,DURHAM,2605 W. CARVER ST,,27705,NC,(919) 225-8016,36.0376561; -78.927475
RENAISSANCE NORTH,DURHAM,117 TOM WILKINSON RD,,27712,NC,(919) 416-1736,36.0938209; -78.9118029
SHEPARD MIDDLE SCHOOL,DURHAM,2401 DAKOTA STREET,,27707,NC,(919) 560-3939,35.9654408; -78.8997755
LIFE CAMP,DURHAM,2722 E. MAIN STREET,,27703,NC,,35.9867204; -78.8669273
